,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,824.578,24,5000,5,50,piece-wise,2449363,31832887.0,-11.996,1.22,15.82,-11.967,1641650390.2,90620131718.0,-54.201,1641650390.2,90577732318.0,-54.175
optimal_fw,0.007,24,5000,5,50,piece-wise,2449363,2087110.974062402,0.148,1.22,1.04,0.148,1641650390.2,1490657278.8803213,0.092,1641650390.2,1490639153.04,0.092
heuristic,2.454,25,5000,5,50,piece-wise,2449363,4428090.0,-0.808,1.22,2.2,-0.803,1641650390.2,17743954745.9,-9.809,1641650390.2,17740587945.9,-9.807
heuristic_fw,0.007,25,5000,5,50,piece-wise,2449363,2069265.04417593,0.155,1.22,1.03,0.156,1641650390.2,1490472288.6446521,0.092,1641650390.2,1490469127.25,0.092
