,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.094,6,10,10,piece-wise,157175,381285.0,-1.426,1.98,4.79,-1.419,65603512.9,258503586.5,-2.94,65603512.9,257860286.5,-2.931
heuristic_fw,0.002,6,10,10,piece-wise,157175,100435.25306558593,0.361,1.98,1.26,0.364,65603512.9,53804167.70334388,0.18,65603512.9,53780718.3,0.18
