no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
100,10,heuristic,10,piece-wise,0.062,7,138168,321611.0,-1.328,1.89,4.4,-1.328,58636891.6,175497846.2,-1.993,58636891.6,174991546.2,-1.984
100,10,heuristic_fw,10,piece-wise,0.001,7,138168,86318.31551539872,0.375,1.89,1.18,0.376,58636891.6,49379774.5109681,0.158,58636891.6,49357483.49,0.158
