no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
5,5,heuristic,0,piece-wise,2.0,0.0016,2.8,20040.6,17167.4,0.10319999999999999,9.516,8.42,0.10299999999999998,1802556.4,1741343.8,0.019799999999999995,1802556.4,1741343.8,0.019799999999999995
5,5,heuristic,1,piece-wise,2.0,0.0012000000000000001,4.2,12295.0,12487.0,-0.034199999999999994,7.116,7.312,-0.0344,1520103.92,1602443.8800000001,-0.0968,1520103.92,1602406.08,-0.0968
5,5,heuristic,5,piece-wise,2.0,0.0002,2.4,14298.0,14298.0,0.0,8.954,8.954,0.0,1399015.26,1399094.46,0.0,1399015.26,1399020.46,0.0
5,5,heuristic,10,piece-wise,2.0,0.001,2.8,13185.6,13185.6,0.0,7.1800000000000015,7.1800000000000015,0.0,1531128.7600000002,1531220.7600000002,0.0,1531128.7600000002,1531128.7600000002,0.0
5,5,heuristic,50,piece-wise,2.0,0.0014,2.8,15432.0,15912.0,-0.0666,6.908000000000001,7.188,-0.0666,1775145.36,1877012.36,-0.07239999999999999,1775145.36,1876082.36,-0.0716
5,5,heuristic,100,piece-wise,2.0,0.0012000000000000001,2.6,16031.0,16031.0,0.0,8.706,8.706,0.0,1535077.22,1535877.6199999999,-0.0006000000000000001,1535077.22,1534957.6199999999,0.0
5,5,heuristic,500,piece-wise,2.0,0.0006000000000000001,2.8,17300.0,16080.0,0.05960000000000001,11.396,10.378,0.059800000000000006,1379744.44,1277458.44,0.086,1379744.44,1266658.44,0.0954
5,5,heuristic,1000,piece-wise,2.0,0.001,2.8,14274.0,14354.0,-0.0064,8.09,8.142,-0.0062,1429762.56,1470559.76,-0.0356,1429762.56,1447759.76,-0.0144
5,5,heuristic,5000,piece-wise,2.0,0.001,2.8,13755.6,14211.6,-0.0764,6.942,7.252,-0.0764,1596435.06,1909079.58,-0.21200000000000002,1596435.06,1739079.58,-0.11259999999999999
5,5,heuristic,10000,piece-wise,2.0,0.0004,2.8,14896.0,14043.2,0.0354,6.492,6.2700000000000005,0.0356,2009689.44,2261416.8400000003,-0.1606,2009689.44,1939416.8399999999,0.011400000000000002
