,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,5.308,5,5,0,piece-wise,47011,623719.0,-1226.80%,2.06,27.27,-1223.80%,16559956.7,15400352.0,7.00%,16559956.7,15400352.0,7.00%
optimal_fw,0.001,5,5,0,piece-wise,47011,42000.126331094645,10.70%,2.06,1.84,10.70%,16559956.7,15693790.38,5.20%,16559956.7,15693790.38,5.20%
heuristic,0.005,10,5,0,piece-wise,47011,55403.0,-17.90%,2.06,2.42,-17.50%,16559956.7,15370852.0,7.20%,16559956.7,15370852.0,7.20%
heuristic_fw,0.001,10,5,0,piece-wise,47011,29464.774840012353,37.30%,2.06,1.29,37.40%,16559956.7,15394859.57,7.00%,16559956.7,15394859.57,7.00%
