,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,4501.28,4,10000,5,1,piece-wise,4968489,125813509.0,-24.322,1.23,31.14,-24.317,3271818608.2,39361948457.6,-11.031,3271818608.2,39349821091.6,-11.027
optimal_fw,0.001,4,10000,5,1,piece-wise,4968489,4806325.811448141,0.033,1.23,1.19,0.033,3271818608.2,3117268686.9096937,0.047,3271818608.2,3117125748.09,0.047
heuristic,0.751,3,10000,5,1,piece-wise,4968489,105741912.0,-20.283,1.23,26.17,-20.276,3271818608.2,38356434429.4,-10.723,3271818608.2,38340375951.4,-10.718
heuristic_fw,0.001,3,10000,5,1,piece-wise,4968489,4859829.601119,0.022,1.23,1.2,0.024,3271818608.2,3146563222.686479,0.038,3271818608.2,3146400282.76,0.038
