,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,967.553,21,5000,5,0,piece-wise,2529246,25546112.0,-9.1,1.26,12.7,-9.079,1636541560.4,180286930671.0,-109.163,1636541560.4,180286930671.0,-109.163
optimal_fw,0.008,21,5000,5,0,piece-wise,2529246,2161587.017490376,0.145,1.26,1.08,0.143,1636541560.4,1448598449.35,0.115,1636541560.4,1448598449.35,0.115
heuristic,2.635,22,5000,5,0,piece-wise,2529246,23699108.0,-8.37,1.26,11.79,-8.357,1636541560.4,132897386764.9,-80.206,1636541560.4,132897386764.9,-80.206
heuristic_fw,0.011,22,5000,5,0,piece-wise,2529246,2080804.775800473,0.177,1.26,1.03,0.183,1636541560.4,1446692752.49,0.116,1636541560.4,1446692752.49,0.116
