no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
100,10,heuristic,10,piece-wise,0.065,12,130850,553451.0,-3.23,1.62,6.84,-3.222,74313128.7,372064313.4,-4.007,74313128.7,370338913.4,-3.983
100,10,heuristic_fw,10,piece-wise,0.001,12,130850,90413.34692794216,0.309,1.62,1.12,0.309,74313128.7,55391794.35872176,0.255,74313128.7,55370459.4,0.255
