,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,3.71,7,5,0,piece-wise,45950,421520.0,-817.30%,3.14,28.8,-817.20%,10649899.9,9843956.0,7.60%,10649899.9,9843956.0,7.60%
optimal_fw,0.001,7,5,0,piece-wise,45950,38373.0058592667,16.50%,3.14,2.62,16.60%,10649899.9,9930661.1,6.80%,10649899.9,9930661.1,6.80%
heuristic,0.001,4,5,0,piece-wise,45950,34300.0,25.40%,3.14,2.34,25.50%,10649899.9,9837156.0,7.60%,10649899.9,9837156.0,7.60%
heuristic_fw,0.001,4,5,0,piece-wise,45950,24803.384899091245,46.00%,3.14,1.69,46.20%,10649899.9,9837387.02,7.60%,10649899.9,9837387.02,7.60%
