,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,973.817,23,5000,5,0,piece-wise,2526951,25135079.0,-8.947,1.25,12.47,-8.976,1609739339.7,181179390307.5,-111.552,1609739339.7,181179390307.5,-111.552
optimal_fw,0.007,23,5000,5,0,piece-wise,2526951,2192278.4437220977,0.132,1.25,1.09,0.128,1609739339.7,1454964073.34,0.096,1609739339.7,1454964073.34,0.096
heuristic,2.256,32,5000,5,0,piece-wise,2526951,4996320.0,-0.977,1.25,2.48,-0.984,1609739339.7,11359485874.6,-6.057,1609739339.7,11359485874.6,-6.057
heuristic_fw,0.008,32,5000,5,0,piece-wise,2526951,2066257.5977426583,0.182,1.25,1.03,0.176,1609739339.7,1452065032.47,0.098,1609739339.7,1452065032.47,0.098
