,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,27.215,6,40,10,10,piece-wise,62902,67732.0,-0.077,2.2,2.37,-0.077,22076495.9,28187029.4,-0.277,22076495.9,28131429.4,-0.274
optimal_fw,0.003,6,40,10,10,piece-wise,62902,38419.03848783806,0.389,2.2,1.34,0.391,22076495.9,19293452.195286468,0.126,22076495.9,19292948.58,0.126
heuristic,0.06,6,40,10,10,piece-wise,62902,118846.0,-0.889,2.2,4.15,-0.886,22076495.9,39645556.4,-0.796,22076495.9,39543456.4,-0.791
heuristic_fw,0.003,6,40,10,10,piece-wise,62902,38681.21622028167,0.385,2.2,1.35,0.386,22076495.9,19296909.93611872,0.126,22076495.9,19295818.32,0.126
