repeat,no_households,algorithm,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,100,heuristic,0.072,9,10,10,piece-wise,132177,270179.0,-1.044,1.76,3.6,-1.045,56674293.3,251396914.3,-3.436,56674293.3,250533114.3,-3.421
0,100,heuristic_fw,0.001,9,10,10,piece-wise,132177,91016.18456379221,0.311,1.76,1.21,0.312,56674293.3,50903475.914336,0.102,56674293.3,50894427.5,0.102
