,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.071,9,10,10,piece-wise,112919,552853.0,-3.896,1.59,7.77,-3.887,58713569.3,320919630.5,-4.466,58713569.3,319720630.5,-4.445
heuristic_fw,0.001,9,10,10,piece-wise,112919,82367.23407565105,0.271,1.59,1.16,0.27,58713569.3,48847309.90538717,0.168,58713569.3,48832504.62,0.168
