,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.05,5,50,10,10,piece-wise,90618,148517.0,-0.639,2.25,3.69,-0.64,31077210.8,45067536.2,-0.45,31077210.8,44984436.2,-0.448
heuristic_fw,0.002,5,50,10,10,piece-wise,90618,53091.86807055882,0.414,2.25,1.32,0.413,31077210.8,27094923.05012844,0.128,31077210.8,27090222.79,0.128
