,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.081,14,10,10,piece-wise,113959,241667.0,-1.121,1.55,3.28,-1.116,67951678.2,205277738.6,-2.021,67951678.2,204682038.6,-2.012
heuristic_fw,0.001,14,10,10,piece-wise,113959,78403.28485683705,0.312,1.55,1.06,0.316,67951678.2,50783062.6744463,0.253,67951678.2,50776248.49,0.253
