,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.073,10,10,10,piece-wise,115752,997449.0,-7.617,1.47,12.7,-7.639,82999495.5,514286776.1,-5.196,82999495.5,512158876.1,-5.171
heuristic_fw,0.001,10,10,10,piece-wise,115752,85870.74475218588,0.258,1.47,1.09,0.259,82999495.5,55060793.38404063,0.337,82999495.5,55039948.2,0.337
