no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
20,10,heuristic,10,piece-wise,0.5,0.016,4.0,39088.5,45930.5,-0.21150000000000002,2.69,3.27,-0.20950000000000002,12697595.15,14038386.8,-0.1285,12697595.15,14012686.8,-0.126
20,10,heuristic_fw,10,piece-wise,0.5,0.0025,4.0,39088.5,22680.008117617384,0.4175,2.69,1.565,0.4185,12697595.15,9867223.5853154,0.22649999999999998,12697595.15,9866182.615,0.22649999999999998
40,10,heuristic,10,piece-wise,0.5,0.035,4.0,77106.0,75527.5,0.023,2.7249999999999996,2.67,0.023,22417935.3,22597468.200000003,-0.008,22417935.3,22565618.200000003,-0.0065
40,10,heuristic_fw,10,piece-wise,0.5,0.002,4.0,77106.0,44133.06182666444,0.4265,2.7249999999999996,1.56,0.426,22417935.3,19086401.239810895,0.1485,22417935.3,19085118.075,0.1485
80,10,heuristic,10,piece-wise,0.5,0.0675,6.5,108740.0,320376.5,-1.9505000000000001,1.94,5.7,-1.9465,46144383.05,145097785.0,-2.154,46144383.05,144591035.0,-2.1435
80,10,heuristic_fw,10,piece-wise,0.5,0.002,6.5,108740.0,71046.70762194469,0.3465,1.94,1.27,0.3455,46144383.05,38043338.561354205,0.173,46144383.05,38037516.375,0.173
100,10,heuristic,10,piece-wise,0.5,0.0835,8.0,130252.5,371246.0,-2.0765,1.825,5.155,-2.08,59855469.150000006,173758425.45000002,-1.7515,59855469.150000006,172818475.45000002,-1.7369999999999999
100,10,heuristic_fw,10,piece-wise,0.5,0.0015,8.0,130252.5,85184.5473005622,0.34099999999999997,1.825,1.19,0.34199999999999997,59855469.150000006,48674542.585933514,0.1805,59855469.150000006,48663784.03,0.181
