,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.084,4,10,10,piece-wise,74243,74986.0,-0.01,1.99,2.01,-0.01,30195713.5,32979256.2,-0.092,30195713.5,32902056.2,-0.09
heuristic_fw,0.005,4,10,10,piece-wise,74243,44250.63169557762,0.404,1.99,1.19,0.402,30195713.5,25158264.6391613,0.167,30195713.5,25144009.61,0.167
