no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
100,5,heuristic,1,piece-wise,0,0.097,5,83884,83884.0,0.0,2.09,2.09,0.0,29228748.4,29249398.4,-0.001,29228748.4,29249046.4,-0.001
100,5,heuristic_fw,1,piece-wise,0,0.038,5,83884,52254.071757102734,0.377,2.09,1.3,0.378,29228748.4,26980510.52605312,0.077,29228748.4,26980463.52,0.077
