,0,1,2
total_demand,833367.0,833367.0,833367.0
PAR,2.93,3.22,2.93
inconvenient,0.0,45600.0,0.0
step_size,1.0,0.2881556229106662,0.0
objective,11800266.6,12039731.1,11800266.6
cost,11800266.6,11994131.1,11800266.6
run_time,0.0,16.16,16.08
max_demand,50932.0,55909.0,50932.0
