,0,1,2
total_demand,833367.0,833367.0,833367.0
PAR,2.93,3.22,2.93
inconvenient,0.0,52600.0,6800.0
step_size,1.0,0.27853590339396966,0.0
objective,11800266.6,12112193.3,11807066.6
cost,11800266.6,12059593.3,11800266.6
run_time,0.0,0.05000000000000004,0.04900000000000004
max_demand,50932.0,55909.0,50932.0
