,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.171,11,10,10,piece-wise,116868,665382.0,-4.693,1.6,9.09,-4.681,72856055.5,372769455.3,-4.117,72856055.5,370923155.3,-4.091
heuristic_fw,0.002,11,10,10,piece-wise,116868,82606.2866083922,0.293,1.6,1.13,0.294,72856055.5,50359062.83723936,0.309,72856055.5,50335069.59,0.309
