,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.118,5,10,10,piece-wise,165515,225878.0,-0.365,2.32,3.17,-0.366,56049796.4,86859207.3,-0.55,56049796.4,86706007.3,-0.547
heuristic_fw,0.002,5,10,10,piece-wise,165515,98804.30543999038,0.403,2.32,1.38,0.405,56049796.4,48086189.15396294,0.142,56049796.4,48081908.92,0.142
