no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
5000,5,heuristic,0,piece-wise,1.5,2.771,21.0,2455207.75,22473780.5,-8.136999999999999,1.22,11.155,-8.129750000000001,1671569514.9499998,124129154975.4,-73.25425,1671569514.9499998,124129154975.4,-73.25425
5000,5,heuristic,1,piece-wise,1.5,3.06,23.75,2455207.75,14804019.75,-5.017,1.22,7.330000000000001,-5.010000000000001,1671569514.9499998,75320610970.175,-44.15375,1671569514.9499998,75318269373.425,-44.1525
5000,5,heuristic,5,piece-wise,1.5,3.0164999999999997,25.0,2455207.75,14991112.5,-5.041,1.22,7.4375,-5.0365,1671569514.9499998,72267935495.125,-42.488749999999996,1671569514.9499998,72260506283.875,-42.483999999999995
5000,5,heuristic,10,piece-wise,1.5,2.85975,24.0,2455207.75,19225048.5,-6.872750000000001,1.22,9.545,-6.866750000000001,1671569514.9499998,85228012124.8,-49.98475,1671569514.9499998,85209457544.8,-49.97350000000001
5000,5,heuristic,50,piece-wise,1.5,2.6025,20.5,2455207.75,11715203.75,-3.76375,1.22,5.795,-3.76275,1671569514.9499998,49323419282.875,-28.30525,1671569514.9499998,49307656732.875,-28.295749999999998
5000,5,heuristic,100,piece-wise,1.5,2.3072500000000002,18.75,2455207.75,13074410.75,-4.31675,1.22,6.4875,-4.3175,1671569514.9499998,66423426112.25,-38.59575,1671569514.9499998,66385927962.25,-38.573499999999996
5000,5,heuristic,500,piece-wise,1.5,2.2342500000000003,12.25,2455207.75,9500006.75,-2.8715,1.22,4.720000000000001,-2.871,1671569514.9499998,62865204145.25,-36.58075,1671569514.9499998,62735918395.25,-36.50375
5000,5,heuristic,1000,piece-wise,1.0,2.7386666666666666,10.333333333333334,2430528.3333333335,6295110.333333333,-1.5936666666666668,1.2066666666666668,3.1266666666666665,-1.594,1683245499.8,47104346775.69999,-26.928,1683245499.8,46918848442.36666,-26.817666666666668
5000,5,heuristic,5000,piece-wise,1.0,2.047333333333333,7.0,2430528.3333333335,3696962.3333333335,-0.5226666666666667,1.2066666666666668,1.8366666666666667,-0.5236666666666667,1683245499.8,16675192077.933332,-8.878333333333332,1683245499.8,16345067077.933332,-8.682666666666668
5000,5,heuristic,10000,piece-wise,1.0,2.0736666666666665,4.0,2430528.3333333335,3897505.6666666665,-0.6046666666666667,1.2066666666666668,1.9333333333333333,-0.6023333333333334,1683245499.8,15511506096.766668,-8.204666666666666,1683245499.8,15014706096.766668,-7.910666666666667
