,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,15.963,3,50,5,10,piece-wise,62978,62978.0,0.0,2.99,2.99,0.0,14313572.7,14313572.7,0.0,14313572.7,14313572.7,0.0
optimal_fw,0.013,3,50,5,10,piece-wise,62978,46262.56705403329,0.265,2.99,2.19,0.268,14313572.7,14172474.56785582,0.01,14313572.7,14172399.89,0.01
heuristic,0.048,3,50,5,10,piece-wise,62978,62978.0,0.0,2.99,2.99,0.0,14313572.7,14314112.7,-0.0,14313572.7,14313572.7,0.0
heuristic_fw,0.013,3,50,5,10,piece-wise,62978,46100.01,0.268,2.99,2.19,0.268,14313572.7,14172350.117954405,0.01,14313572.7,14172270.99,0.01
