,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,1.529,7,5,0,piece-wise,29420,159084.0,-4.407,3.42,18.48,-4.404,6854136.9,70711516.0,-9.317,6854136.9,70711516.0,-9.317
optimal_fw,0.001,7,5,0,piece-wise,29420,22395.905643049944,0.239,3.42,2.6,0.24,6854136.9,5830939.14,0.149,6854136.9,5830939.14,0.149
heuristic,0.0,7,5,0,piece-wise,29420,31350.0,-0.066,3.42,3.64,-0.064,6854136.9,6792642.0,0.009,6854136.9,6792642.0,0.009
heuristic_fw,0.001,7,5,0,piece-wise,29420,15314.016290283282,0.479,3.42,1.78,0.48,6854136.9,5786445.7,0.156,6854136.9,5786445.7,0.156
