,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.167,6,10,10,piece-wise,128396,225844.0,-0.759,1.84,3.24,-0.761,58362132.6,208625525.6,-2.575,58362132.6,208061025.6,-2.565
heuristic_fw,0.004,6,10,10,piece-wise,128396,81753.30705286468,0.363,1.84,1.17,0.364,58362132.6,47098362.24465902,0.193,58362132.6,47086510.76,0.193
