,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.027,4,10,10,piece-wise,84519,84086.0,0.005,2.59,2.57,0.008,27871897.1,30010696.4,-0.077,27871897.1,29968096.4,-0.075
heuristic_fw,0.002,4,10,10,piece-wise,84519,48968.35804273106,0.421,2.59,1.5,0.421,27871897.1,22001306.9547485,0.211,27871897.1,22000071.44,0.211
