no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
168,5,heuristic,1,piece-wise,0,1.868,16,790740,1073391.0,-0.357,1.76,2.38,-0.352,305120082.4,381855977.8,-0.251,305120082.4,381796381.0,-0.251
168,5,heuristic_fw,1,piece-wise,0,0.005,16,790740,735352.5068271391,0.07,1.76,1.63,0.074,305120082.4,303640946.39146805,0.005,305120082.4,303640761.27,0.005
