,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.028,7,10,10,piece-wise,58766,175703.0,-1.99,1.75,5.22,-1.983,29594243.9,99890228.9,-2.375,29594243.9,99564328.9,-2.364
heuristic_fw,0.001,7,10,10,piece-wise,58766,38125.70274305771,0.351,1.75,1.13,0.354,29594243.9,22840197.213980705,0.228,29594243.9,22833513.43,0.228
