,0,1,2,3,4
max_demand,23855.0,26200.0,26200.0,30800.0,23855.0
cost,3797311.0,9490676.2,9366244.5,19608076.5,3797311.0
PAR,4.73,5.19,5.19,6.1,4.73
total_demand,242268.0,242268.0,242268.0,242268.0,242268.0
inconvenient,0.0,290.0,1215.0,135.0,0.0
run_time,0.0,3.36,3.17,3.08,2.9699999999999998
objective,3797311.0,9490966.2,9367459.5,19608211.5,3797311.0
step_size,1.0,0.37100000000000016,0.17900000000000002,0.018,0.0
