,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,54.036,48.397,32.52,27.635,30.684,39.23,17.968,11.115,13.73,19.968,20.18,16.06,14.765,26.773,16.262,16.033,8.619,8.964,13.481,20.445,12.935,11.739,7.955,15.835,10.694,4.172,13.021,24.999,15.903,35.697,39.332,31.468,19.92,26.481,6.186,17.584,21.356,63.327,45.795,16.83,18.187,20.764,21.144,23.362,21.372,12.751,16.671,27.956
1,0.386,8.797,60.47,53.235,36.684,39.23,17.968,11.115,13.73,19.968,20.18,16.06,14.765,26.773,16.262,16.033,8.619,8.964,13.481,20.445,12.935,11.739,7.955,15.835,10.694,4.172,13.021,24.999,15.903,35.697,39.332,31.468,19.92,26.481,6.286,29.774,30.766,0.107,77.115,24.53,20.687,20.764,21.144,23.362,21.372,27.251,29.871,33.956
2,54.036,48.397,32.52,27.635,30.684,39.23,17.968,11.115,13.73,19.968,20.18,16.06,14.765,26.773,16.262,16.033,8.619,8.964,13.481,20.445,12.935,11.739,7.955,15.835,10.694,4.172,13.021,24.999,15.903,35.697,39.332,31.468,19.92,26.481,6.258,34.084,62.284,0.527,2.195,47.53,29.587,27.564,21.144,23.362,21.372,12.751,16.671,27.956
3,54.036,48.397,32.52,27.635,30.684,39.23,17.968,11.115,13.73,19.968,20.18,16.06,14.765,26.773,16.262,16.033,8.619,8.964,13.481,20.445,12.935,11.739,7.955,15.835,10.694,4.172,13.021,24.999,15.903,35.697,39.332,31.468,19.92,26.481,6.186,17.584,21.356,63.327,45.795,16.83,18.187,20.764,21.144,23.362,21.372,12.751,16.671,27.956
