,0,1,2,3
total_demand,1060301.0,1060301.0,1060301.0,1060301.0
PAR,2.87,2.81,2.82,2.87
inconvenient,0.0,58900.0,50400.0,20100.0
step_size,1.0,0.266801092666833,0.13007574647579415,0.0
objective,14972752.8,15055537.3,14985031.9,14972643.8
cost,14972752.8,14996637.3,14934631.9,14952543.8
run_time,0.0,0.047000000000000035,0.047000000000000035,0.04500000000000003
max_demand,63327.0,62170.0,62284.0,63327.0
