,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,16.93,2,50,5,1,piece-wise,49504,49504.0,0.0,2.36,2.36,0.0,14252152.3,14252152.3,0.0,14252152.3,14252152.3,0.0
optimal_fw,0.026,2,50,5,1,piece-wise,49504,36493.0,0.263,2.36,1.74,0.263,14252152.3,14090010.027890138,0.011,14252152.3,14089786.02,0.011
heuristic,0.047,2,50,5,1,piece-wise,49504,49504.0,0.0,2.36,2.36,0.0,14252152.3,14304774.3,-0.004,14252152.3,14304715.3,-0.004
heuristic_fw,0.026,2,50,5,1,piece-wise,49504,36493.0,0.263,2.36,1.74,0.263,14252152.3,14090950.06902314,0.011,14252152.3,14090677.5,0.011
