,0,1,2
total_demand,1005646.0,1005646.0,1005646.0
PAR,2.36,1.74,1.74
inconvenient,0.0,224.00789013903446,224.00789013903446
step_size,1.0,0.38096579955618104,0.0
objective,14252152.3,14090010.027890138,14090010.027890138
cost,14252152.3,14089786.02,14089786.02
run_time,0.0,0.05016016960144043,0.0009448528289794922
max_demand,49504.0,36493.0,36493.0
