,0,1,2
total_demand,1158708.0,1158708.0,1158708.0
PAR,2.34,1.76,1.76
inconvenient,0.0,4905.278290778892,4905.278290778892
step_size,1.0,0.37995958875126973,0.0
objective,16475198.8,16233917.588290779,16233917.588290779
cost,16475198.8,16229012.31,16229012.31
run_time,0.0,0.05219888687133789,0.0009191036224365234
max_demand,56387.0,42413.8555460474,42413.8555460474
