,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,3.047,7,5,0,piece-wise,53484,259005.0,-384.30%,3.31,16.02,-384.00%,11782261.8,10861746.0,7.80%,11782261.8,10861746.0,7.80%
optimal_fw,0.001,7,5,0,piece-wise,53484,41705.33932127729,22.00%,3.31,2.58,22.10%,11782261.8,10912885.75,7.40%,11782261.8,10912885.75,7.40%
heuristic,0.001,6,5,0,piece-wise,53484,63115.0,-18.00%,3.31,3.9,-17.80%,11782261.8,10861746.0,7.80%,11782261.8,10861746.0,7.80%
heuristic_fw,0.001,6,5,0,piece-wise,53484,28446.136360925015,46.80%,3.31,1.76,46.80%,11782261.8,10861978.41,7.80%,11782261.8,10861978.41,7.80%
