,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,1.02,3,5,5,5,piece-wise,8850,8850.0,0.0,6.7,6.7,0.0,1040743.0,1040743.0,0.0,1040743.0,1040743.0,0.0
optimal_fw,0.003,3,5,5,5,piece-wise,8850,5533.076312622954,0.375,6.7,4.19,0.375,1040743.0,887672.21136,0.147,1040743.0,887683.14,0.147
heuristic,0.0,3,5,5,5,piece-wise,8850,8850.0,0.0,6.7,6.7,0.0,1040743.0,1040773.0,-0.0,1040743.0,1040743.0,0.0
heuristic_fw,0.003,3,5,5,5,piece-wise,8850,5533.076312622954,0.375,6.7,4.19,0.375,1040743.0,887673.57072,0.147,1040743.0,887683.14,0.147
