,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.097,9,10,10,piece-wise,132722,483516.0,-2.643,1.71,6.23,-2.643,69273022.4,341722738.1,-3.933,69273022.4,340396138.1,-3.914
heuristic_fw,0.001,9,10,10,piece-wise,132722,90435.38205305753,0.319,1.71,1.17,0.316,69273022.4,52893525.682372525,0.236,69273022.4,52878077.53,0.237
