,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,1220.655,2,4000,10,10,piece-wise,3611169,77363016.0,-20.423,1.21,25.82,-20.339,3749359721.2,28094375247.2,-6.493,3749359721.2,27459781947.2,-6.324
optimal_fw,0.001,2,4000,10,10,piece-wise,3611169,3571462.509,0.011,1.21,1.19,0.017,3749359721.2,3586143688.08,0.044,3749359721.2,3578515354.18,0.046
heuristic,1.532,3,4000,10,10,piece-wise,3611169,58685915.0,-15.251,1.21,19.58,-15.182,3749359721.2,25895592218.4,-5.907,3749359721.2,25403424418.4,-5.775
heuristic_fw,0.001,3,4000,10,10,piece-wise,3611169,3455213.315071603,0.043,1.21,1.15,0.05,3749359721.2,3289917708.606,0.123,3749359721.2,3277520809.19,0.126
