,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.066,11,10,10,piece-wise,129018,570100.0,-3.419,1.69,7.47,-3.42,66971238.9,330748860.9,-3.939,66971238.9,329142960.9,-3.915
heuristic_fw,0.001,11,10,10,piece-wise,129018,88322.4036621641,0.315,1.69,1.16,0.314,66971238.9,52071138.29402247,0.222,66971238.9,52053667.96,0.223
