,0,1,2
cost,1774160844.8,13748098294.8,13695160144.0
max_demand,1787942.0,35825348.0,34559418.0
inconvenient,0.0,291986100.0,286371300.0
PAR,1.22,24.44,23.58
objective,1774160844.8,14040084394.8,13981531444.0
step_size,1.0,0.011,0.0
run_time,0.0,906.9999999999975,471.5400000000008
total_demand,70347520.0,70347520.0,70347520.0
