,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,3.043,7,5,0,piece-wise,53104,589471.0,-10.1,2.66,29.55,-10.109,15231883.1,188197916.4,-11.356,15231883.1,188197916.4,-11.356
optimal_fw,0.001,7,5,0,piece-wise,53104,45390.393924880045,0.145,2.66,2.28,0.143,15231883.1,13656141.63,0.103,15231883.1,13656141.63,0.103
heuristic,0.001,4,5,0,piece-wise,53104,40482.0,0.238,2.66,2.03,0.237,15231883.1,13497256.4,0.114,15231883.1,13497256.4,0.114
heuristic_fw,0.002,4,5,0,piece-wise,53104,29013.472948402115,0.454,2.66,1.45,0.455,15231883.1,13405686.3,0.12,15231883.1,13405686.3,0.12
