,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
run_time,0.0,0.08100000000000006,0.08500000000000006,0.08700000000000006,0.07800000000000006,0.07800000000000006,0.08300000000000006,0.10100000000000006,0.07600000000000005,0.08600000000000006,0.09000000000000007,0.08800000000000006,0.09200000000000007,0.09000000000000007,0.08700000000000006,0.08300000000000006,0.09300000000000007,0.09300000000000007,0.07600000000000005,0.08300000000000006,0.08400000000000006,0.08800000000000006
total_demand,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0,1693599.0
PAR,1.69,4.55,3.04,3.5,4.11,4.72,4.01,4.75,4.64,5.15,6.33,4.91,6.33,5.17,8.32,3.33,4.5,4.08,3.72,3.66,3.64,3.4
max_demand,59599.0,160584.0,107302.0,123448.0,145133.0,166610.0,141383.0,167723.0,163813.0,181816.0,223190.0,173157.0,223491.0,182412.0,293641.0,117618.0,158873.0,143829.0,131234.0,129138.0,128466.0,119996.0
cost,27483905.0,1040437395.4,708482613.5,886079365.1,865851890.4,1144382993.4,1022197925.0,1027073282.8,1132690969.8,1082992690.3,1332298878.7,971529781.5,1377089460.7,1256220544.8,1367151564.8,667667300.4,851793855.5,711042350.5,727007745.0,964933962.1,775200069.4,600701127.0
inconvenient,0.0,9197.0,7749.0,12143.0,9343.0,13027.0,11255.0,15486.0,14015.0,11081.0,15565.0,12954.0,17938.0,11070.0,29814.0,6221.0,8595.0,7034.0,6893.0,11640.0,6863.0,4997.0
step_size,1.0,0.17000000000000012,0.1330000000000001,0.06300000000000004,0.04000000000000002,0.031000000000000014,0.025000000000000015,0.014000000000000002,0.006,0.005,0.005,0.005,0.002,0.002,0.008,0.003,0.001,0.001,0.001,0.002,0.001,0.0
objective,27483905.0,1040446592.4,708490362.5,886091508.1,865861233.4,1144396020.4,1022209180.0,1027088768.8,1132704984.8,1083003771.3,1332314443.7,971542735.5,1377107398.7,1256231614.8,1367181378.8,667673521.4,851802450.5,711049384.5,727014638.0,964945602.1,775206932.4,600706124.0
