,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,8.481,13,50,5,0,piece-wise,41370,264097.0,-5.384,2.1,13.42,-5.39,13473440.1,1294889304.5,-95.107,13473440.1,1294889304.5,-95.107
optimal_fw,0.015,13,50,5,0,piece-wise,41370,33014.657514842744,0.202,2.1,1.68,0.2,13473440.1,13266330.23,0.015,13473440.1,13266330.23,0.015
heuristic,0.048,3,50,5,0,piece-wise,41370,58820.0,-0.422,2.1,2.99,-0.424,13473440.1,35230348.0,-1.615,13473440.1,35230348.0,-1.615
heuristic_fw,0.034,3,50,5,0,piece-wise,41370,30299.751014999092,0.268,2.1,1.54,0.267,13473440.1,13225042.88,0.018,13473440.1,13225042.88,0.018
