no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
10,5,heuristic,1,piece-wise,0,0.007,3,12502,12502.0,0.0,3.72,3.72,0.0,2487131.9,2487141.9,0.0,2487131.9,2487131.9,0.0
10,5,heuristic_fw,1,piece-wise,0,0.007,3,12502,7860.685403436622,0.371,3.72,2.34,0.371,2487131.9,2262359.4093520003,0.09,2487131.9,2262352.16,0.09
