,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.082,10,100,10,10,piece-wise,115992,596281.0,-4.141,1.6,8.24,-4.15,65745199.2,282046653.6,-3.29,65745199.2,280317853.6,-3.264
heuristic_fw,0.001,10,100,10,10,piece-wise,115992,81870.56895181136,0.294,1.6,1.13,0.294,65745199.2,49721640.53435395,0.244,65745199.2,49703323.97,0.244
