,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.028,7,10,10,piece-wise,77300,216175.0,-1.797,1.95,5.45,-1.795,37357714.0,100584703.3,-1.692,37357714.0,100313703.3,-1.685
heuristic_fw,0.001,7,10,10,piece-wise,77300,47756.49006792558,0.382,1.95,1.2,0.385,37357714.0,26828489.426172458,0.282,37357714.0,26825281.62,0.282
