,0,1,2,3,4,5,6,7,8,9,10
objective,1641650390.2,107782569190.7,92305034950.2,74331251425.7,59447582973.0,52347256300.1,47057378517.2,47496179308.7,37095619577.9,42188492593.7,44182986456.3
max_demand,2449363.0,16674213.0,9588714.0,13153432.0,9254523.0,8236612.0,8562466.0,7749295.0,7630405.0,6329072.0,6235202.0
cost,1641650390.2,107245206190.7,91872861950.2,74021863425.7,59207864973.0,52186137300.1,46929060517.2,47390323308.7,37002810577.9,42093039593.7,44084186456.3
inconvenient,0.0,537363000.0,432173000.0,309388000.0,239718000.0,161119000.0,128318000.0,105856000.0,92809000.0,95453000.0,98800000.0
run_time,0.0,773.4899999999698,766.8299999999689,780.0799999999695,764.219999999968,776.7999999999677,784.6299999999668,780.889999999966,781.1799999999647,778.2699999999662,781.8799999999662
PAR,1.22,8.28,4.76,6.54,4.6,4.09,4.25,3.85,3.79,3.14,3.1
step_size,1.0,0.03900000000000003,0.03500000000000002,0.022000000000000006,0.023000000000000003,0.014000000000000005,0.007,0.002,0.004,0.002,0.0
total_demand,96608323.0,96608323.0,96608323.0,96608323.0,96608323.0,96608323.0,96608323.0,96608323.0,96608323.0,96608323.0,96608323.0
