,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,16.607,6,50,5,1,piece-wise,54032,63976.0,-0.184,2.37,2.8,-0.181,16490955.9,18645959.6,-0.131,16490955.9,18645845.6,-0.131
optimal_fw,0.002,6,50,5,1,piece-wise,54032,34591.94736063358,0.36,2.37,1.52,0.359,16490955.9,15358980.282148102,0.069,16490955.9,15358964.01,0.069
heuristic,0.05,4,50,5,1,piece-wise,54032,54032.0,0.0,2.37,2.37,0.0,16490955.9,16490347.7,0.0,16490955.9,16490226.7,0.0
heuristic_fw,0.003,4,50,5,1,piece-wise,54032,33971.64785608013,0.371,2.37,1.49,0.371,16490955.9,15361646.4339776,0.068,16490955.9,15361638.8,0.068
