,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,17.35,4,50,5,5,piece-wise,50528,50528.0,0.0,2.4,2.4,0.0,14249242.7,14249242.7,0.0,14249242.7,14249242.7,0.0
optimal_fw,0.014,4,50,5,5,piece-wise,50528,37081.0,0.266,2.4,1.76,0.267,14249242.7,14154247.1394066,0.007,14249242.7,14154133.47,0.007
heuristic,0.048,6,50,5,5,piece-wise,50528,50528.0,0.0,2.4,2.4,0.0,14249242.7,14250716.2,-0.0,14249242.7,14250216.2,-0.0
heuristic_fw,0.009,6,50,5,5,piece-wise,50528,37682.01791352703,0.254,2.4,1.79,0.254,14249242.7,14157734.372829907,0.006,14249242.7,14157684.17,0.006
