,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.089,8,10,10,piece-wise,66441,214524.0,-2.229,1.81,5.86,-2.238,32383166.5,112688911.7,-2.48,32383166.5,112331211.7,-2.469
heuristic_fw,0.003,8,10,10,piece-wise,66441,42890.787492413816,0.354,1.81,1.17,0.354,32383166.5,24851289.44481199,0.233,32383166.5,24847517.74,0.233
