,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.085,6,100,10,10,piece-wise,144513,146211.0,-0.012,2.05,2.07,-0.01,53965739.1,65470197.3,-0.213,53965739.1,65319097.3,-0.21
heuristic_fw,0.002,6,100,10,10,piece-wise,144513,88498.52564931303,0.388,2.05,1.25,0.39,53965739.1,47627444.63751308,0.117,53965739.1,47624244.09,0.118
