,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
objective,1665692020.6,185445888454.0,190825203442.0,182145609143.0,178234939391.0,168118825871.8,166419640209.8,184545373734.0,164361625934.0,158816236804.9,159155239181.0,158119583488.8,172403273919.7,149041374483.8,131791381413.8,140211526068.0,166529654601.3,112451856287.4,141845773268.9,174582877323.4,177025434678.1,169398879212.0,170212738371.6,133127129621.2,134663450968.8,171778025913.0,13876572009.1,128644200099.3,10777096371.7,7479163245.9,10776997347.1,127901281346.9,164178172408.2,4887872304.5,16660272241.8,4887872304.5,16660272241.8,7479171213.3,10776997347.1,14551800792.5,10776997347.1,10700374527.5,10776997347.1
max_demand,2476025.0,36017022.0,27649372.0,38133070.0,39265694.0,32919538.0,26581996.0,26076256.0,22730541.0,26613360.0,20506909.0,19874501.0,34372558.0,32324980.0,26821325.0,17992343.0,21378401.0,13229660.0,16269161.0,27714726.0,25642767.0,31910028.0,36089383.0,40964044.0,40915740.0,31630888.0,4282406.0,41106623.0,3850067.0,3357572.0,3850040.0,41115151.0,46925606.0,2919294.0,4347131.0,2919294.0,4347131.0,3357601.0,3850040.0,4110008.0,3850040.0,3646656.0,3850040.0
cost,1665692020.6,185437698558.0,190817504880.0,182139496380.0,178229832050.0,168114522518.8,166415687328.8,184540980450.0,164358052440.0,158811990292.9,159151565590.0,158117037526.8,172398624883.7,149036671623.8,131788762555.8,140209422140.0,166526418065.3,112450469442.4,141844156535.9,174578885915.4,177021462346.1,169394488589.0,170206404680.6,133123864748.2,134660092972.8,171774206789.0,13876515895.1,128640829528.3,10777053545.7,7479131018.9,10776954821.1,127897951042.9,164173251446.2,4887855481.5,16660193778.8,4887855481.5,16660193778.8,7479139330.3,10776954821.1,14551739139.5,10776954821.1,10700332986.5,10776954821.1
inconvenient,0.0,8189896.0,7698562.0,6112763.0,5107341.0,4303353.0,3952881.0,4393284.0,3573494.0,4246512.0,3673591.0,2545962.0,4649036.0,4702860.0,2618858.0,2103928.0,3236536.0,1386845.0,1616733.0,3991408.0,3972332.0,4390623.0,6333691.0,3264873.0,3357996.0,3819124.0,56114.0,3370571.0,42826.0,32227.0,42526.0,3330304.0,4920962.0,16823.0,78463.0,16823.0,78463.0,31883.0,42526.0,61653.0,42526.0,41541.0,42526.0
run_time,0.0,1847.0500000000657,859.8399999999779,670.0000000000041,1067.2800000000086,789.0400000000192,649.7300000000101,598.1700000000258,890.5099999999785,778.929999999986,816.4299999999847,811.9299999999772,1298.149999999972,1731.4599999999996,762.2299999999794,755.059999999979,749.9099999999776,873.5699999999753,746.7199999999767,728.8499999999894,1139.199999999973,2251.430000000071,773.8199999999875,5684.819999999959,6007.739999999942,1928.160000000058,776.4799999999681,1965.1100000000497,775.799999999966,785.8699999999668,779.2499999999686,3226.5200000000236,762.139999999979,786.2999999999689,776.1699999999669,780.5299999999673,774.3499999999658,783.2099999999656,779.7499999999667,778.9699999999675,781.2699999999664,773.4299999999664,775.4299999999688
PAR,1.22,17.74,13.62,18.78,19.34,16.21,13.09,12.84,11.19,13.11,10.1,9.79,16.93,15.92,13.21,8.86,10.53,6.52,8.01,13.65,12.63,15.71,17.77,20.17,20.15,15.58,2.11,20.24,1.9,1.65,1.9,20.25,23.11,1.44,2.14,1.44,2.14,1.65,1.9,2.02,1.9,1.8,1.9
step_size,1.0,0.02000000000000001,0.02100000000000001,0.014000000000000005,0.010000000000000002,0.008,0.009000000000000001,0.007,0.008,0.005,0.006,0.006,0.002,0.003,0.003,0.003,0.002,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.013,0.001,0.004,0.002,0.001,0.001,0.001,0.004,0.001,0.003,0.001,0.002,0.001,0.001,0.001,0.001,0.0
total_demand,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0,97470865.0
