,0,1,2,3,4,5,6,7,8,9
run_time,0.0,0.10281586647033691,0.1063699722290039,0.037416934967041016,0.03352093696594238,0.030765056610107422,0.021375179290771484,0.006769895553588867,0.0013539791107177734,0.0006849765777587891
cost,34364064.6,31939468.43,31430806.08,31366495.87,31335031.67,31318356.28,31309699.36,31308905.17,31308848.37,31308848.37
PAR,1.78,1.53,1.33,1.26,1.19,1.17,1.16,1.14,1.14,1.14
total_demand,2228407.0,2228407.0000000005,2228407.0000000005,2228407.0,2228407.0,2228407.0,2228407.0,2228406.9999999995,2228406.9999999995,2228406.9999999995
step_size,1.0,0.1472967847659543,0.17256959210177525,0.07043220276998713,0.06369035231091617,0.05740376065816058,0.039298653859784205,0.014786916905022193,0.002222187312808067,0.0
objective,34364064.6,31939468.43,31430806.08,31366495.87,31335031.67,31318356.28,31309699.36,31308905.17,31308848.37,31308848.37
inconvenient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_demand,82576.0,71258.61445825158,61547.21130272336,58389.74629833635,55450.72770453625,54285.995553117944,53706.78189933304,52917.582781080586,52799.99,52799.99
