,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.029,6,10,10,piece-wise,71528,139366.0,-0.948,2.1,4.09,-0.948,28241518.0,79417679.7,-1.812,28241518.0,79229979.7,-1.805
heuristic_fw,0.002,6,10,10,piece-wise,71528,44567.03776964919,0.377,2.1,1.31,0.376,28241518.0,23014832.830964398,0.185,28241518.0,23012021.51,0.185
