,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.076,6,10,10,piece-wise,166805,131274.0,0.213,1.98,1.55,0.217,63789726.1,59233585.2,0.071,63789726.1,59099185.2,0.074
heuristic_fw,0.002,6,10,10,piece-wise,166805,100202.22345231687,0.399,1.98,1.19,0.399,63789726.1,56934670.1233714,0.107,63789726.1,56932483.49,0.107
