,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,2.019,7,5,0,piece-wise,42670,156053.0,-265.70%,4.25,15.53,-265.40%,7490239.6,6758220.0,9.80%,7490239.6,6758220.0,9.80%
optimal_fw,0.001,7,5,0,piece-wise,42670,31727.387909382418,25.60%,4.25,3.16,25.60%,7490239.6,6785473.59,9.40%,7490239.6,6785473.59,9.40%
heuristic,0.0,3,5,0,piece-wise,42670,24240.0,43.20%,4.25,2.41,43.30%,7490239.6,6751220.0,9.90%,7490239.6,6751220.0,9.90%
heuristic_fw,0.002,3,5,0,piece-wise,42670,23908.72909699373,44.00%,4.25,2.38,44.00%,7490239.6,6751984.78,9.90%,7490239.6,6751984.78,9.90%
