no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,5,heuristic,1,piece-wise,0,0.048,6,49907,49907.0,0.0,2.36,2.36,0.0,15417309.3,15411500.8,0.0,15417309.3,15411239.8,0.0
50,5,heuristic_fw,1,piece-wise,0,0.002,6,49907,31552.83872946828,0.368,2.36,1.49,0.369,15417309.3,14241318.08075678,0.076,15417309.3,14241314.72,0.076
50,5,optimal,1,piece-wise,0,15.455,4,49907,53489.0,-0.072,2.36,2.53,-0.072,15417309.3,16999412.2,-0.103,15417309.3,16999303.2,-0.103
50,5,optimal_fw,1,piece-wise,0,0.003,4,49907,32352.030407106562,0.352,2.36,1.53,0.352,15417309.3,14242694.69631792,0.076,15417309.3,14242653.8,0.076
100,5,heuristic,1,piece-wise,0,0.095,8,82905,178363.0,-1.151,2.07,4.44,-1.145,30625636.1,106430671.4,-2.475,30625636.1,106424956.4,-2.475
100,5,heuristic_fw,1,piece-wise,0,0.002,8,82905,54866.18231435487,0.338,2.07,1.37,0.338,30625636.1,27078137.442593947,0.116,30625636.1,27077993.85,0.116
100,5,optimal,1,piece-wise,0,33.798,10,82905,164254.0,-0.981,2.07,4.09,-0.976,30625636.1,83466510.0,-1.725,30625636.1,83462612.0,-1.725
100,5,optimal_fw,1,piece-wise,0,0.002,10,82905,53143.75383323352,0.359,2.07,1.32,0.362,30625636.1,27064217.83830503,0.116,30625636.1,27064190.72,0.116
