no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,10,heuristic,0,piece-wise,0.037,6,76645,97485.0,-0.272,2.0,2.55,-0.275,28291312.5,41491634.3,-0.467,28291312.5,41491634.3,-0.467
50,10,heuristic_fw,0,piece-wise,0.002,6,76645,47225.341266537405,0.384,2.0,1.24,0.38,28291312.5,25729205.34,0.091,28291312.5,25729205.34,0.091
50,10,optimal,0,piece-wise,4.784,13,76645,891462.0,-10.631,2.0,23.32,-10.66,28291312.5,335379244.8,-10.854,28291312.5,335379244.8,-10.854
50,10,optimal_fw,0,piece-wise,0.0,13,76645,60753.9637819509,0.207,2.0,1.59,0.205,28291312.5,25924385.14,0.084,28291312.5,25924385.14,0.084
100,10,heuristic,0,piece-wise,0.083,8,132680,137204.0,-0.034,1.77,1.83,-0.034,55982695.4,63577333.6,-0.136,55982695.4,63577333.6,-0.136
100,10,heuristic_fw,0,piece-wise,0.002,8,132680,83908.6637490992,0.368,1.77,1.12,0.367,55982695.4,50536549.19,0.097,55982695.4,50536549.19,0.097
100,10,optimal,0,piece-wise,9.11,12,132680,1786750.0,-12.467,1.77,23.83,-12.463,55982695.4,657766649.0,-10.749,55982695.4,657766649.0,-10.749
100,10,optimal_fw,0,piece-wise,0.001,12,132680,109050.49566851623,0.178,1.77,1.45,0.181,55982695.4,51050876.18,0.088,55982695.4,51050876.18,0.088
