no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,5,heuristic,1,piece-wise,0,0.044,5,33716,34402.0,-0.02,2.1,2.14,-0.019,11791420.4,14410483.8,-0.222,11791420.4,14410236.8,-0.222
50,5,heuristic_fw,1,piece-wise,0,0.032,5,33716,21585.916495022146,0.36,2.1,1.34,0.362,11791420.4,10841176.447923407,0.081,11791420.4,10841163.96,0.081
