,0,1
cost,1830707307.9,13914467352.1
PAR,1.2,25.3
max_demand,1768103.0,37376024.0
total_demand,70921403.0,70921403.0
inconvenient,0.0,366483900.0
run_time,0.0,1886.8900000000015
step_size,1.0,0.0
objective,1830707307.9,14280951252.1
