,0,1
cost,1830707307.9,1830707307.9
PAR,1.2,1.2
max_demand,1768103.0,1768103.0
total_demand,70921403.0,70921403.0
inconvenient,0.0,0.0
run_time,0.0,0.0005159378051757812
step_size,1.0,0.0
objective,1830707307.9,1830707307.9
