no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
168,5,heuristic,1,piece-wise,0,3.325,3,790740,1442489.0,-0.824,1.76,3.2,-0.818,319349339.9,993202204.0999999,-2.11,319349339.9,992929656.3,-2.109
168,5,heuristic_fw,1,piece-wise,0,0.019,3,790740,833899.9776798297,-0.055,1.76,1.85,-0.051,319349339.9,315172735.2127068,0.013,319349339.9,315154683.44,0.013
